Gene	1.D3_Contro	2.D3_Treate	3.D6_Contro	4.D6_Treate	5.D10_Contr	6.D10_Treat
Golga4	10062	10405	10034	10941	7710	8690
Golga5	3933	4348	4585	6038	3693	4116
Golga7	1917	1701	1765	1809	1986	1789
4930546C10Rik	0	0	0	0	0	0
Ring1	2796	2761	3016	3370	2963	2607
Vmn2r32	0	0	0	0	0	0
Tbk1	5001	4409	3913	3328	3174	3294
1700019D03Rik	0	0	0	0	2	0
Vmn2r37	0	0	0	0	0	0
Gm10857	145	140	76	54	68	131
Bop1	6037	6179	5313	6635	4964	6997
Vps13d	6946	6884	6371	5611	5422	5203
Soga3	4	2	2	2	2	0
Soga1	38008	32066	36209	18726	17035	13166
Vps13b	9200	8965	7964	7170	6167	5985
Gja1	20993	20959	16869	17578	11189	15174
Gja3	0	2	0	0	0	0
Gja4	6	6	4	16	6	13
Gja5	4	4	7	4	13	2
Gja6	11	45	11	10	33	27
Gja8	5	1	0	4	2	0
Gsdmcl-ps	1	4	1	0	0	1
Abcc8	0	0	0	0	0	0
Abcc9	2	0	0	0	0	0
Abcc4	2088	1877	1495	1436	1182	1107
Abcc5	8900	8001	7940	7274	7713	6081
Abcc6	6	2	13	11	6	14
Abcc1	13912	10798	8806	6058	6282	5483
Abcc2	3	4	1	2	0	0
Abcc3	7	17	1	27	4	11
A430093F15Rik	2	1	2	0	0	1
Prpf38b	12305	11267	10285	9743	7106	8075
Nudcd2	7469	7480	7551	8273	7882	9482
Nudcd3	8808	8676	7278	6259	6652	7248
Nudcd1	4102	4306	3329	4387	4364	5780
Ift74	2431	2143	2149	1852	2580	1876
Preb	7809	8190	6665	7635	5693	7458
Prep	9539	9484	7864	8646	5958	5920
Pex11a	237	286	223	351	246	304
Gm10142	0	0	0	0	0	0
Gm10147	0	0	0	0	0	0
Ptk2b	1699	2061	1518	1422	838	760
Higd1c	0	0	0	0	0	0
Higd1b	0	4	0	0	1	3
Gm8363	155	159	131	116	120	196
Slc25a21	19	20	21	24	14	28
2700038G22Rik	461	475	366	376	275	362
Pex11g	94	157	137	180	282	244
Gm11437	0	7	3	0	3	0
Ap4m1	1514	1418	1462	1420	999	992
Ssx2ip	3209	2743	2585	1874	2088	2016
Atg9a	6204	5952	5500	5538	4065	4493
Atg9b	8	6	5	0	6	2
Blnk	0	0	0	0	0	0
Scara5	12618	7872	10703	4526	9821	4251
Ahrr	569	849	587	664	992	894
Bhmt2	0	0	0	0	0	0
Nt5dc2	5324	5188	4654	4119	5000	5245
Nt5dc3	5777	5363	5587	5761	4295	4021
Nt5dc1	1582	1589	1294	1529	1358	1925
Ugt1a10	0	0	0	0	0	0
Sbsn	152	159	155	147	181	189
Olfr849	0	0	0	0	0	0
Olfr845	0	0	0	0	0	0
Olfr846	0	0	0	0	0	0
Olfr847	0	0	0	0	0	0
Olfr843	0	0	0	0	0	0
9030624J02Rik	6135	5806	5742	5109	5494	5005
Ltn1	12360	12578	10957	10309	9192	10780
Gtf2a1	1936	1883	1849	1983	996	1322
Gtf2a2	1719	1770	1583	1663	2210	2114
Isg20	223	310	314	819	753	708
Fam64a	4890	4974	2415	1060	1387	2525
4930596D02Rik	0	0	0	0	0	0
4930412C18Rik	55	63	47	83	150	94
Gm12169	0	0	0	0	0	0
Dis3l	2055	2006	1860	1713	1302	1466
4930470H14Rik	0	0	0	0	0	0
4933404G15Rik	0	0	0	0	0	0
Gm16845	91	74	120	153	167	175
Bhmt	0	0	0	0	0	0
Aloxe3	2	3	6	2	0	0
2200002J24Rik	0	0	0	0	0	0
Masp1	7551	5159	6164	3235	5876	4223
Masp2	8	13	7	6	4	2
Naaladl1	155	140	57	26	30	48
Fam124b	7	15	40	245	59	186
0610031O16Rik	0	1	0	0	1	0
Fam124a	0	0	0	0	0	2
Daam1	2162	2303	2122	2203	1376	1251
Daam2	30787	30135	26464	23803	22878	20695
Zfp52	1124	1073	1135	1019	992	884
Zfp53	1131	1017	1073	786	1021	805
Zfp51	1042	1027	909	979	1006	818
Zfp57	940	896	522	660	282	269
Zfp54	465	448	379	330	476	450
Zfp58	831	786	756	775	892	741
Zfp59	244	272	258	178	215	231
Dus1l	2457	2508	2009	2412	1812	2304
Ntmt1	2358	2310	2050	2602	1875	2070
Nbas	7952	7958	8096	10417	5810	7302
Zyx	19460	15793	13891	9647	9406	7957
Plcd4	62	187	78	182	29	44
Plcd3	3112	2496	2709	2696	2917	2803
Plcd1	3705	4664	3627	8286	4605	10804
4933416E03Rik	0	0	0	0	0	0
Sec13	16873	17545	17723	21172	18020	22013
Krr1	5887	5753	5248	5092	4515	4533
Zfp330	1541	1744	1576	1840	1436	1527
Vmn1r125	0	0	0	0	0	0
Zfp334	2065	1874	1804	1244	1200	1059
Zfp335	5019	4595	3723	3510	3008	3528
Vmn1r124	0	0	0	0	0	0
BC037156	0	0	0	0	0	0
Foxe1	0	0	0	0	0	0
Foxe3	0	0	0	0	0	0
Gm17821	0	0	0	0	0	0
Suz12	11939	12135	8545	7596	6263	8115
Aicda	0	4	0	16	0	0
Vmn1r120	0	0	0	0	0	0
Chmp4b	12722	11735	13000	12821	13181	12917
Chmp4c	0	0	4	4	2	2
1810041L15Rik	0	0	0	0	0	2
7630403G23Rik	0	0	0	0	0	0
Odf3	20	17	5	10	1	6
Odf2	6751	6898	6126	5705	4540	5072
Odf1	2	0	0	0	1	2
Tinagl1	1449	1096	1081	1938	917	1705
Odf4	0	2	0	0	0	0
Mir1957b	0	0	0	0	0	0
Mir1957a	0	0	0	0	0	0
Myocd	0	0	0	0	0	0
Trmt10a	1226	1308	1034	1101	958	1214
Gm20300	786	873	897	901	879	688
Trmt10b	788	753	893	904	963	817
Zranb1	2076	2191	2121	1895	1524	1554
Zranb3	1059	1219	752	645	1039	1377
Gm19277	0	0	0	0	0	0
Gm9696	0	0	0	0	0	0
Efr3a	12406	12531	10756	11095	9190	11199
Crnkl1	3904	3820	3739	4071	3440	3774
Efr3b	169	229	129	187	88	145
Lad1	6	2	0	0	2	0
Gsdmc4	4	7	3	0	2	1
Gsdmc2	0	0	0	0	0	0
Gsdmc3	0	0	0	0	0	0
Uox	0	0	0	0	0	0
4930474G06Rik	0	0	0	0	0	0
Mrpl4	1902	1735	1817	1771	1643	1567
Mrpl2	3194	3172	2858	3063	2765	2947
Mrpl3	3493	3387	3043	2757	2905	3019
Mrpl1	1435	1508	1363	1324	1154	1104
Mtap7d3	0	0	2	8	0	4
Mrpl9	3057	3202	2769	2799	2874	2995
Esp16	0	0	0	0	0	0
Esp15	0	0	0	0	0	0
Esp18	0	0	0	0	0	0
Gm2762	0	6	0	0	0	0
Rabac1	4513	4262	5352	6822	7980	7806
4930455C13Rik	37	50	31	32	24	17
BC055324	1946	1933	972	622	1160	1622
Vmn2r80	0	0	0	0	0	0
2610507B11Rik	28598	26199	26610	21831	20905	21097
Msx1os	17	26	14	9	27	21
2010001A14Rik	166	155	173	174	627	474
Hira	6089	5717	5218	4154	3532	3978
Gm19619	0	0	0	0	0	0
Gpr75	14	50	27	9	16	7
Mir344g	3	0	4	2	1	1
Mir344e	0	1	0	0	0	0
Mir344b	1	0	0	0	0	0
Mir344c	0	0	0	0	0	0
Wwox	1123	1211	1492	1736	1724	1656
Mir344i	1	3	0	0	0	0
6030408B16Rik	15	17	7	4	3	9
1700011A15Rik	14	1	0	0	8	3
Fgfr1op	3128	2838	2339	1749	1915	2077
Cptp	969	831	771	610	753	811
Ccdc37	50	66	21	39	30	37
Ccdc34	3583	3068	2506	1703	2705	3182
A630012P03Rik	8	44	10	54	2	68
Gins2	2465	2242	1309	813	2382	3496
Gins3	1231	1175	729	563	1038	1507
Gins1	1127	1223	598	429	853	1769
4930470P17Rik	0	0	0	0	0	0
Gins4	2447	2445	1916	1821	2120	2817
Fbf1	5290	4864	4416	3416	3467	2839
Gm136	0	4	0	0	0	0
Pdzk1	416	444	388	365	281	379
AA413626	27	36	21	18	19	15
Asna1	5050	5128	4838	4907	5027	5093
Tmem181c-ps	6	1	4	7	4	6
Ccnb1ip1	0	0	0	0	0	0
Galk1	7016	6925	6995	7643	9178	9108
Galk2	4347	4283	4015	3790	5322	4819
4930545H06Rik	0	0	0	0	0	0
9330133O14Rik	388	318	314	273	337	300
Rbmx2	555	568	373	362	422	625
Adprh	7108	6501	7079	5796	6576	5247
Adprm	1325	1302	1241	1265	1613	1296
Cryz	2101	2154	2489	2616	3614	3009
Crym	0	0	0	0	0	0
Aasdh	600	572	523	596	790	583
4930444P10Rik	0	5	0	0	0	0
Lrwd1	2411	2478	1871	1691	1642	1795
Toporsos	229	230	291	414	625	607
Kdm6a	2679	2618	2417	2142	1771	1730
Hmga2-ps1	117	78	53	44	43	31
Fem1b	6771	7021	6999	5658	4806	4620
Fem1c	2562	2464	2079	1873	1503	1532
Fem1a	4998	5309	4521	3942	3125	4074
Ces3b	0	0	0	0	0	0
Ces3a	0	0	0	0	0	0
Cry1	1856	2062	1917	1751	1835	1497
Cry2	2141	1825	2127	1879	1628	1220
Rhox3e	0	0	0	0	0	0
Rhox3f	0	0	0	0	0	0
Rhox3g	0	0	0	0	0	0
Rhox3a	0	0	0	0	0	0
Rhox3c	0	0	0	0	0	0
Rhox3h	0	0	0	0	0	0
9530080O11Rik	0	0	0	0	0	0
Pcgf1	383	371	343	331	333	314
4930549G23Rik	80	60	26	26	28	21
Pcgf3	5418	5202	5034	4665	4088	4266
Pcgf2	2084	1899	1686	1492	1660	1586
Pcgf5	1993	1828	1138	1382	1026	1256
Pcgf6	1944	1903	1642	1697	1706	1655
Ccndbp1	2568	2543	2618	2770	3293	2915
Bend6	2357	1997	2014	1973	1544	1048
Bend7	0	0	0	0	0	0
Bend4	0	0	0	0	0	2
Bend5	4	5	4	4	7	2
Bend3	2556	2849	2025	1873	1340	1440
Sfi1	1110	885	872	809	996	828
4933430M04Rik	0	0	0	0	0	0
Olfr1349	0	2	0	1	0	0
Olfr1348	0	0	0	0	0	0
Gdi2	21350	20150	20777	21119	18907	17912
Olfr1344	0	0	0	0	0	0
Olfr1347	0	0	0	0	0	0
Gdi1	8266	6943	6245	4900	7373	5423
Olfr1341	0	0	0	0	0	0
Olfr1340	0	0	0	0	0	0
Olfr1342	0	0	0	0	0	0
H2-Ab1	4	3	2	4	4	4
Gm9866	0	0	0	0	0	0
Mir7083	0	0	0	0	0	0
Plekho2	4971	3889	5075	4392	3611	4327
Plekho1	1762	1398	1261	1113	1295	1346
Arg2	15	15	9	15	8	7
Tmem247	0	0	0	0	0	0
Ifnb1	0	0	0	0	0	1
Tmem242	3943	3691	3937	3786	5655	4955
Bean1	0	37	23	84	8	20
Pa2g4	14061	15292	11710	11335	11755	13878
Prpf8	48180	46430	40122	33527	24635	24105
Prpf3	3199	2895	2641	2249	1561	1790
Prpf4	4900	4921	3439	3431	3438	4612
Prpf6	7568	7294	7177	6756	6455	6058
Ninl	1656	1776	1260	1114	1117	952
Hdac7	5710	4515	4708	3349	4013	2856
Mical1	6819	6232	6282	5444	4247	4093
Mical2	10565	8887	7233	10371	3844	6826
Mical3	6306	6963	6545	9166	4748	10839
Gm904	0	0	0	0	0	0
Uso1	13894	14512	15581	19451	12212	14915
Gm906	0	0	0	0	0	0
Abhd16b	17	12	21	4	20	17
Abhd16a	3905	3574	3472	3436	2807	2774
Acox2	0	1	0	9	2	2
Acox3	1659	1559	1799	1803	2043	1601
Acox1	7021	5939	7298	6339	6808	5680
Pnmal2	0	0	0	2	0	0
Pnmal1	0	0	0	0	0	2
Fry	38	111	28	123	38	120
Sdhaf1	755	805	826	951	1016	1141
Sdhaf2	4664	4326	4331	4347	4882	5027
Sdhaf3	510	475	387	478	655	767
Sdhaf4	1016	1085	1139	1252	1910	1701
4930527G23Rik	0	0	0	0	0	0
Btbd19	1751	1521	1377	1547	1082	1072
Btbd18	35	19	8	10	4	6
Zscan25	1054	1110	1208	1336	988	978
Btbd17	4	19	9	28	10	48
Btbd16	3	0	4	0	4	0
Btbd11	2164	1700	1605	885	1190	700
Btbd10	1567	1544	1300	1425	981	1154
Zscan22	899	872	822	736	862	884
Lmf2	7903	7408	6203	5852	3930	5912
Lmf1	2311	2495	2413	2934	2029	2446
Acoxl	6	44	39	55	38	21
1700037C18Rik	160	153	136	139	179	108
Tmco1	5123	5551	5829	7436	6461	7922
Tmco2	5	1	0	0	0	0
Tmco3	8829	7231	7505	4371	5135	3852
Tmco4	646	681	590	578	634	590
Tmco5	0	0	0	0	2	0
Tmco6	690	668	640	583	591	463
Zmat1	905	820	713	422	616	471
Zmat3	16964	16643	19022	14805	8428	7060
Zmat2	5084	5057	4621	4360	5383	5610
Zmat5	325	255	307	333	351	355
Zmat4	0	0	0	0	0	0
Ankrd45	3	2	3	3	0	0
Ankrd44	14529	13567	12053	9613	8897	7305
Ankrd46	5798	5740	6006	5794	6662	7040
Pom121	5667	5984	3988	3202	2141	2774
Ankrd40	7408	7718	6946	6447	5689	6032
1810062O18Rik	24	29	21	38	24	19
Ankrd49	1613	1696	1544	1756	1601	1935
Cyb561d1	576	530	484	511	466	412
Cyb561d2	818	761	805	758	811	807
D030024E09Rik	0	0	0	0	0	0
Rnf167	2186	2182	2376	2369	2010	2079
Rnf166	2309	2045	2518	2596	2709	2343
Rnf165	2	19	13	10	5	4
Rnf169	5405	5825	5740	4288	2663	2375
Rnf168	4832	4624	3850	3343	5034	6375
Eaf1	4810	5109	3986	4156	3392	4392
Eaf2	34	36	26	52	27	28
Rad51d	1876	1856	1818	1560	1945	1536
Rad51c	1126	1154	594	698	937	1434
Rad51b	363	339	311	160	449	402
Olfr1101	0	0	0	0	0	0
Zfp235	550	440	523	447	585	503
Zfp236	5587	5164	4523	3813	3575	3322
Zfp239	682	588	581	433	537	455
Fibin	0	10	0	185	0	10
Olfr259	0	0	0	0	0	0
Wdr20rt	22	24	29	17	14	18
Olfr251	0	0	0	0	0	0
Olfr250	0	0	0	0	0	0
Olfr257	0	0	0	0	0	0
Mir7648	0	0	0	0	0	0
Mir7649	0	0	0	0	0	0
Alg8	2312	2450	1426	1490	1041	2258
Alg9	2591	2556	2116	2187	1646	2071
Hal	66	52	31	61	27	18
Alg2	6580	7251	7336	8105	5337	5367
Alg3	1474	1723	1375	1733	1198	1702
Alg1	2073	2145	2140	2694	1710	2001
Alg6	1327	1312	1016	1140	1193	1287
Mir7646	0	0	0	0	0	0
Alg5	2970	3130	3638	4972	2906	3293
1700012P22Rik	0	0	0	0	0	0
Wif1	151	685	517	3524	741	2956
Hephl1	0	0	0	0	0	0
Hif1an	7204	7385	7244	7085	5941	6242
Rabl6	10379	10367	9963	8998	9455	10040
1600002K03Rik	325	380	330	455	398	585
Rabl2	994	819	804	608	820	634
Rabl3	938	1000	781	1148	702	928
Pacrgl	872	783	679	598	669	626
Kdf1	13	11	4	2	4	8
Slc16a14	21	31	22	142	12	14
Slc16a11	11	13	7	18	37	17
Slc16a10	1	0	0	0	0	0
Slc16a13	104	94	68	86	89	70
Slc16a12	4	2	2	0	6	0
Pcna	4126	4338	2553	2305	4230	6844
Ppp2r2cos	0	0	0	0	0	0
4930598F16Rik	0	0	0	0	0	0
Hipk2	2414	3756	1827	2451	1470	2595
Hipk1	13718	13704	11857	10714	8157	9338
B130034C11Rik	25	31	48	44	50	44
Pcnt	7165	6786	4648	3894	3684	4149
Hipk4	267	194	168	104	116	195
Pcnx	9277	8066	8242	6673	5651	5023
Clcn1	43	35	31	4	20	8
B9d1	768	648	818	543	1148	760
Fam103a1	183	196	192	219	245	237
Guk1	2615	2455	2505	3096	3242	3217
9530036O11Rik	0	0	0	0	0	0
Inmt	0	0	0	0	0	0
Gm14092	11	34	4	8	7	7
H2-Q9	0	0	0	0	0	0
H2-Q8	0	0	0	0	0	0
H2-Q5	0	1	0	0	0	0
H2-Q4	0	12	0	3	0	6
H2-Q7	0	0	0	0	0	0
H2-Q6	0	0	0	0	0	0
H2-Q1	0	0	0	0	0	1
H2-Q2	0	0	0	0	0	1
Ankar	0	3	0	2	0	0
Traf3ip2	1343	1237	1416	1105	1237	956
Traf3ip1	1466	1299	1224	1158	1147	1076
Dph6	2260	2370	1816	2052	1759	1981
Pnlip	0	0	0	0	0	0
Vmn1r236	0	0	0	0	0	0
Dnajc28	76	148	166	220	216	214
Dnajc27	1489	1540	1453	1034	1021	1012
Dnajc25	3011	3285	3195	3958	2053	2942
Dnajc24	1080	946	822	814	979	1001
Dnajc22	27	42	9	23	19	33
Dnajc21	3421	3335	2835	2712	2706	2798
Mtmr9	2888	2947	2994	2546	2452	2246
Mtmr7	67	64	38	40	40	52
Mtmr6	6510	5923	5895	4933	5056	4488
Mtmr4	8054	7466	6074	3990	4506	4309
Mtmr3	8299	7804	7546	6836	5836	5770
Mtmr2	4524	4450	3917	3723	2918	3485
Mtmr1	2582	2679	2418	2693	2025	2317
Cars	5940	5989	5471	7780	2144	2175
Abcb11	4	2	2	5	2	8
Abcb10	3766	3113	3005	2199	2723	2774
Carf	907	996	1011	1098	1023	948
Fbxl12os	130	194	109	128	139	110
Otop1	17	48	32	130	57	64
Abcb1b	3952	3655	2830	2122	1367	1400
Abcb1a	47	104	40	112	27	36
Otop2	3	5	4	2	6	3
Scarf2	17980	17685	21524	25470	23426	29996
Scarf1	24	26	12	41	11	34
Car2	0	0	0	2	0	3
Car3	144	686	366	3332	902	6746
Car1	4	2	2	15	3	23
Car6	3	0	12	341	8	10
Car7	12	18	20	22	23	7
Car4	0	0	0	0	0	0
Gm6938	0	0	0	0	0	0
Pgk2	0	0	0	0	0	0
Gm6936	8	0	6	2	0	2
Pgk1	418	371	533	480	735	725
Snora33	67	57	77	71	83	99
Snora31	95	116	58	42	40	34
Snora30	30	31	25	13	6	3
Snora35	0	0	0	0	0	0
Snora34	12	23	16	28	8	10
8030462N17Rik	1443	1421	1301	1255	866	1081
Fgfr1op2	6898	6417	6334	6298	6420	6423
Ppip5k2	6965	6815	5496	4910	3843	3836
Ppip5k1	1636	1917	1523	1664	1527	1217
Pigyl	710	658	705	724	840	853
Zfp646	2549	2704	2365	2433	1914	2016
Kars	16931	16736	14707	13464	12324	12965
Dpy19l2	2	0	0	0	0	0
Dpy19l3	3457	2839	2593	1677	2265	1954
Dpy19l4	4432	4195	3621	3283	2948	2720
Ccdc47	8579	8809	9286	10742	5531	6285
Krtap6-5	0	0	0	0	0	0
Ccdc43	2456	2341	2174	1970	2230	2223
Krtap6-2	0	0	0	0	0	0
Krtap6-1	0	0	0	0	0	0
Ccdc40	8	20	16	18	23	17
Actl6a	3703	3720	3236	3211	3366	3880
Actl6b	1	0	1	0	1	4
Mannr	0	0	0	0	1	0
Mbp	74	75	91	71	126	179
Gm4794	0	0	0	0	0	0
Gm4792	0	0	0	0	0	0
Gm4791	0	0	0	0	0	0
Mir344h-2	0	0	0	0	0	0
Mir344h-1	0	0	0	0	0	0
Mylip	4283	5002	4534	5156	5822	5131
Xpnpep1	12046	11261	10620	10133	9205	9885
Xpnpep2	172	249	819	407	783	186
Xpnpep3	1444	1481	1475	1458	1391	1446
4732416N19Rik	8	7	7	8	15	23
Tmem259	7189	6611	6640	7462	5978	6922
Tmem258	3440	3360	4037	4559	5397	5855
Tmem256	2701	2605	2485	2525	4181	4448
Tmem253	40	53	54	18	59	59
Tmem252	34	45	66	45	49	40
Tmem251	702	665	593	779	781	811
Gm5771	0	0	0	0	0	0
Gm5779	6	2	1	5	5	12
Mterf1a	90	65	64	80	91	78
Mterf1b	22	23	30	20	47	19
Adh6a	0	0	0	0	0	0
Mars2	1192	1259	912	892	1011	1064
Vmn1r187	0	0	0	0	0	0
Vmn1r186	0	0	0	0	0	0
Vmn1r185	0	0	0	0	0	0
4930474N05Rik	0	0	0	0	0	0
Vmn1r183	0	0	0	0	0	0
Vmn1r181	0	0	0	0	0	0
Vmn1r180	0	0	0	0	0	0
Dnal4	1811	1728	1716	1686	1666	1747
Fam178b	5	6	18	75	56	55
Fam178a	6859	6970	5730	5086	5008	5950
Dnal1	2662	2578	2330	1948	2163	1623
C1s1	10230	7935	9965	6491	17556	11887
C1s2	23	27	28	32	18	6
Znrd1as	269	242	261	319	385	412
2900076A07Rik	215	236	265	375	281	242
Tmtc4	3523	3330	2580	1746	1864	1460
Tmtc2	2	9	4	75	7	125
Arfip1	10065	10164	10414	11775	9100	9315
Arfip2	5699	5526	6484	7415	5900	5483
9230009I02Rik	0	0	0	0	0	0
Tmtc1	730	996	918	808	1152	1025
1700016H13Rik	0	0	0	0	0	0
Vmn1r235	0	0	0	0	0	0
Vmn1r234	0	0	0	0	0	0
Vmn1r237	0	0	0	0	0	0
Podxl2	0	6	4	8	0	6
Vmn1r231	0	0	0	0	0	0
Vmn1r230	0	0	0	0	0	0
Vmn1r233	0	0	0	0	0	0
Vmn1r232	0	0	0	0	0	0
Os9	16011	15016	16140	16986	13403	15330
Gm6484	14	23	6	7	12	9
Dpep1	2	9	29	121	220	450
Dpep2	42	66	80	134	247	403
Dpep3	0	0	0	0	0	0
Hells	9439	9022	4441	3043	7412	12691
Hyou1	9142	9471	8319	9402	4067	5062
Sult1a1	35	34	30	28	95	52
Ushbp1	1	4	4	6	8	2
Gm6150	0	0	0	0	0	0
Osm	0	0	0	0	0	0
Lrrc72	0	0	0	0	0	1
Snap25	0	10	0	2	0	7
Snap23	5035	4847	4764	4217	4830	4480
Avpr2	4	2	0	0	2	4
Snap29	3133	3216	3112	3170	2936	2957
Sh3bp5l	3731	3445	3325	3091	2488	2227
Zfp955a	801	791	917	922	862	818
4430402I18Rik	29	48	40	62	88	132
Dpf2	5938	5519	5230	5155	4351	3715
Dpf3	5	7	1	6	0	1
Dpf1	339	266	309	131	226	168
Olfr311	0	0	0	0	0	0
Phyhd1	218	216	290	522	605	495
Olfr312	0	0	0	0	0	0
Prss43	0	2	2	6	3	4
E530011L22Rik	238	215	281	289	484	324
Prss40	0	0	0	2	0	0
Olfr317	0	0	0	0	0	0
Use1	4536	4538	5259	5975	8097	7023
Egln3	84	112	119	109	443	497
Egln2	3514	3283	3154	2992	2619	2883
Egln1	3857	3631	4490	3823	5298	5611
Wnt10a	2659	2916	3513	2926	2355	2365
Wnt10b	2457	2684	2457	6231	3566	8382
Olfr95	0	0	0	0	0	0
Apeh	4579	4382	4355	4135	5347	4731
Olfr43	0	0	0	0	0	0
Mcf2	0	0	0	0	0	0
Aplnr	1	4	7	3	2	0
Odf3b	2	2	0	0	1	0
Gbe1	1303	1421	1438	1540	1613	1539
C130074G19Rik	0	0	4	4	0	0
Zfp729b	1080	992	1125	947	1108	929
Gm10408	0	0	0	0	0	0
Gm10409	0	0	0	0	0	0
Cyp3a44	0	0	0	0	0	0
Krt33b	14	10	22	16	22	15
Krt33a	0	0	0	0	0	1
Gm10406	0	0	0	0	0	0
Fdft1	5081	5166	4196	2927	1368	1702
Clasrp	2484	2493	1960	1967	1671	1704
Scly	885	980	890	1475	1560	1867
Jkamp	2205	2288	2269	2714	2247	2272
Ska3	1536	1482	847	403	546	894
Ska2	2758	2486	1657	1224	1795	2202
4932411N23Rik	0	0	0	0	0	0
Gdpgp1	341	346	311	283	329	282
Nhlh2	0	0	3	0	0	0
Dhx38	3856	3519	3082	2809	3034	3038
Dlk1	0	0	0	0	0	2
Gngt2	8	26	27	99	55	242
Gngt1	0	0	0	0	0	0
Dlk2	594	615	366	744	435	738
Dhx30	6418	6109	5604	5168	4585	4582
Dhx32	1978	2133	1740	1840	1217	1485
Gosr1	5694	5692	5690	6080	4590	4735
Dhx34	1654	1571	1586	1715	1609	1502
Dhx35	2121	1993	1917	1719	1534	1562
Dhx36	8534	8638	7702	7328	7209	7001
Dhx37	3172	3344	2939	2625	1894	2225
Cops8	7672	7706	7047	6572	5880	6511
Cops2	20341	19915	18386	17939	19902	17709
Cops3	7115	7829	6712	7212	6826	8129
Cops6	6030	5940	5414	5205	6848	6114
Cops4	6629	6827	6459	6523	6665	7048
Cops5	7237	7462	6613	6612	6791	7541
4933402J10Rik	0	0	0	0	0	0
Dhcr24	16651	16876	10433	7196	3093	4052
1700024G13Rik	0	0	0	0	0	0
C330013J21Rik	3	1	2	0	4	1
Lppos	168	151	187	198	446	274
Mir16-1	9	7	10	6	15	15
Mir16-2	2	2	1	0	0	1
Brca1	5380	5341	2767	1244	3221	5589
Brca2	3357	3644	1964	1441	2461	3148
2310043O21Rik	0	0	0	0	0	0
Acap1	6	7	3	7	7	6
Acap2	12358	12117	11282	10614	8971	9193
Acap3	2604	2278	2389	2369	2226	3034
Ep400	13992	13785	11141	9694	7256	7675
4933436I01Rik	0	0	0	0	0	0
H2-DMb2	0	0	0	0	1	0
H2-DMb1	968	1227	1073	1387	1225	1230
Rps6kb1	9661	10653	8145	8623	6789	10577
Rps6kb2	2372	2361	1716	1859	1388	1516
1700123O21Rik	0	0	0	0	0	0
Eras	0	0	0	0	0	0
Trmt2a	3502	3519	3428	3753	3584	4244
Cald1	195478	153577	142608	94718	128017	100907
Snord96a	470	477	398	421	326	306
Samd1	2458	2174	1813	1491	2128	2546
Trmt2b	2105	2216	1880	2187	2732	3450
Gm17455	0	6	10	6	23	7
0610007P14Rik	5569	4662	3670	2749	2528	2932
Cryba2	0	8	2	84	24	64
Cryba1	6	3	4	1	2	1
Cryba4	0	5	12	18	15	43
Smim4	879	740	829	918	1729	1373
Sema6a	1225	3505	3181	3268	1873	2662
G630093K05Rik	0	0	0	0	0	0
Tnfsf13	46	36	40	31	29	27
Tnfsf12	944	738	737	468	798	569
Psg16	0	0	0	0	0	0
Psg17	27	8	11	19	37	44
Tnfsf15	23	30	66	78	135	69
Tnfsf14	0	0	0	0	0	0
Snord38a	13	10	8	4	4	6
Tnfsf18	0	6	2	0	0	0
Psg18	0	0	0	0	0	0
Psg19	0	2	0	0	0	0
Setd1a	6699	5965	4934	3913	3198	3348
Setd1b	5411	5336	4828	4137	2937	3532
Arhgef10l	3801	4367	5140	5555	3795	4295
Olfr1061	0	0	0	0	0	0
Olfr1062	0	0	0	0	0	0
Olfr1065	0	0	0	0	0	0
Olfr1066	0	0	0	0	0	0
Mir7018	2	2	0	0	0	0
Recql5	1756	1841	1665	1788	1721	1648
Recql4	1250	1196	576	454	685	1199
Mir6942	14	10	8	11	5	7
Nkap	2971	2908	2513	2190	2480	2489
Mir5118	0	0	0	0	0	0
Mir5119	9	11	8	8	5	4
Mir5116	0	0	0	0	0	0
Mir6944	0	2	1	0	0	0
Mir5114	0	0	0	0	0	0
Mir5112	0	0	0	0	0	0
Mir5113	0	0	0	0	0	0
Mir5110	0	0	2	1	0	3
Mir6945	15	6	3	1	0	2
Crtam	6	11	6	4	0	0
Gcnt3	0	0	0	0	0	0
Prame	0	0	0	0	0	0
Mir6947	2	1	1	0	3	0
Csf1	19483	15685	12750	19314	11931	11720
Csf2	0	0	0	0	0	0
Csf3	14	2	3	1	3	3
Dclre1b	986	1157	925	745	873	1019
Dclre1c	1383	1280	1187	819	843	702
Crtap	10887	10420	10848	10742	9049	11402
Sycn	0	0	0	0	0	0
Zfp583	93	75	91	73	64	66
Zfp580	544	461	586	466	658	423
Adap1	6	5	3	14	6	12
Adap2	7	2	4	3	0	6
Pram1	137	132	108	88	102	76
Edc3	2729	2549	2598	2390	2040	1891
Aak1	28921	29755	29481	27205	20776	22216
Edc4	8174	7784	7973	7193	5435	5218
Avpi1	2239	2550	1971	3235	2088	3047
Atcayos	0	0	0	0	0	0
Nek10	0	2	1	2	2	3
Asap1	22428	18772	18936	18159	13810	13921
Asap2	2350	2326	2182	2529	1722	2921
Asap3	1609	1306	1197	768	1172	883
Mir770	0	0	0	0	0	0
Hyls1	1093	1247	666	435	464	582
D10Jhu81e	4333	3851	4500	3962	5431	4014
1810020O05Rik	1	3	9	3	1	0
Mir483	0	0	0	0	0	0
Mir486	0	0	0	0	0	0
